Order,Material,REL Date,FO Due Date,CNF Date,DLV Date,Quantity of goods received,Ord.quantity
FO6962900,PN 62573,2022-10-21,2022-11-03,2022-11-03,2022-11-03,1,1
FO6962909,PN 62573,2022-10-21,2022-11-02,2022-11-02,2022-11-02,1,1
FO6962906,PN 62573,2022-10-21,2022-11-04,2022-11-04,2022-11-04,1,1
FO6962990,PN 63013,2022-10-21,2022-11-02,2022-11-02,2022-11-02,4,4
FO6962999,PN 62886,2022-10-21,2022-11-04,2022-11-04,2022-11-04,4,4
FO6962777,PN 62208,2022-10-24,2022-11-03,2022-11-03,2022-11-03,4,4
FO6962772,PN 62208,2022-10-24,2022-11-03,2022-11-03,2022-11-03,4,4
FO6962742,PN 61802,2022-10-24,2022-11-03,2022-11-03,2022-11-03,385,400
FO6962605,PN 59821,2022-10-24,2022-11-01,2022-11-01,2022-11-01,3,3
FO6962672,PN 70107,2022-10-24,2022-11-02,2022-11-02,2022-11-02,1,1
FO6962660,PN 53591,2022-10-24,2022-11-03,2022-11-03,2022-11-03,94,96
FO6962666,PN 59561,2022-10-24,2022-11-03,2022-11-03,2022-11-03,28,32
FO6962665,PN 52457,2022-10-24,2022-11-03,2022-11-03,2022-11-03,14,14
FO6962557,PN 66324,2022-10-24,2022-11-03,2022-11-03,2022-11-03,50,50
FO6962629,PN 57634,2022-10-24,2022-10-28,2022-10-28,2022-11-01,1,
FO6962625,PN 59847,2022-10-24,2022-11-01,2022-11-01,2022-11-01,1,
FO6962279,PN 58294,2022-10-25,2022-11-01,2022-11-01,2022-11-01,1,1
FO6962295,PN 60623,2022-10-25,2022-11-03,2022-11-03,2022-11-03,1,1
FO6962227,PN 57395,2022-10-25,2022-11-01,2022-11-01,2022-11-01,1,1
FO6962226,PN 58128,2022-10-25,2022-10-28,2022-10-28,2022-11-01,10,10
FO6962229,PN 59676,2022-10-25,2022-11-02,2022-11-01,2022-11-01,5,5
FO6962296,PN 51937,2022-10-25,2022-11-03,2022-11-03,2022-11-03,4,8
FO6962969,PN 56141,2022-10-25,2022-11-02,2022-11-01,2022-11-01,96,96
FO6962957,PN 63294,2022-10-25,2022-11-02,2022-11-02,2022-11-02,1,1
FO6962952,PN 63294,2022-10-25,2022-11-02,2022-11-02,2022-11-02,1,1
FO6962959,PN 63294,2022-10-25,2022-11-02,2022-11-02,2022-11-02,1,1
FO6962960,PN 52033,2022-10-25,2022-11-01,2022-11-01,2022-11-02,60,
FO6967277,PN 70002,2022-10-26,2022-11-04,2022-11-04,2022-11-04,6,6
FO6967272,PN 62572,2022-10-26,2022-11-05,2022-11-05,2022-11-05,5,5
FO6967269,PN 56691,2022-10-26,2022-11-01,2022-11-01,2022-11-01,1,1
FO6967262,PN 51771,2022-10-26,2022-11-02,2022-11-02,2022-11-03,3,3
FO6967266,PN 51932,2022-10-26,2022-11-02,2022-11-02,2022-11-02,1,1
FO6967265,PN 53110,2022-10-26,2022-11-01,2022-11-01,2022-11-01,1,1
FO6967256,PN 53455,2022-10-26,2022-11-02,2022-11-02,2022-11-02,6,6
FO6967257,PN 51722,2022-10-26,2022-11-01,2022-11-01,2022-11-01,95,96
FO6967267,PN 51722,2022-10-26,2022-11-01,2022-11-01,2022-11-01,96,96
FO6967270,PN 57173,2022-10-26,2022-11-01,2022-11-01,2022-11-01,96,96
FO6967243,PN 52081,2022-10-26,2022-11-04,2022-11-03,2022-11-04,90,96
FO6967296,PN 63461,2022-10-26,2022-11-03,2022-11-03,2022-11-03,24,24
FO6967295,PN 63661,2022-10-26,2022-11-01,2022-11-01,2022-11-01,20,20
FO6967700,PN 60382,2022-10-26,2022-11-04,2022-11-03,2022-11-03,96,96
FO6967709,PN 51975,2022-10-26,2022-11-01,2022-11-01,2022-11-01,96,96
FO6967702,PN 51975,2022-10-26,2022-11-01,2022-11-01,2022-11-02,96,96
FO6967790,PN 52672,2022-10-26,2022-11-01,2022-11-01,2022-11-01,50,
FO6967799,PN 59037,2022-10-26,2022-11-01,2022-11-01,2022-11-01,10,10
FO6967795,PN 55008,2022-10-26,2022-11-01,2022-11-01,2022-11-01,80,80
FO6967720,PN 69781,2022-10-26,2022-11-04,2022-11-04,2022-11-04,3,3
FO6967726,PN 63294,2022-10-26,2022-11-04,2022-11-04,2022-11-04,1,1
FO6967725,PN 63294,2022-10-26,2022-11-04,2022-11-04,2022-11-04,1,1
FO6964302,PN 67469,2022-10-26,2022-11-04,2022-11-04,2022-11-04,40,30
FO6964305,PN 67963,2022-10-26,2022-11-02,2022-11-01,2022-11-01,40,
FO6964370,PN 54545,2022-10-27,2022-11-03,2022-11-03,2022-11-04,94,96
FO6964342,PN 53868,2022-10-27,2022-11-02,2022-11-02,2022-11-02,95,96
FO6964360,PN 57622,2022-10-27,2022-11-04,2022-11-04,2022-11-04,10,10
FO6964369,PN 60028,2022-10-27,2022-11-03,2022-11-03,2022-11-03,3,3
FO6964366,PN 54264,2022-10-27,2022-11-03,2022-11-03,2022-11-04,46,48
FO6964395,PN 69130,2022-10-27,2022-11-01,2022-11-01,2022-11-01,3,1
FO6967727,PN 54970,2022-10-27,2022-11-03,2022-11-02,2022-11-02,96,96
FO6967729,PN 58143,2022-10-27,2022-11-01,2022-11-01,2022-11-02,96,96
FO6967772,PN 52072,2022-10-27,2022-11-04,2022-11-03,2022-11-03,96,96
FO6967777,PN 53702,2022-10-27,2022-11-02,2022-11-01,2022-11-01,96,96
FO6967743,PN 52451,2022-10-27,2022-11-02,2022-11-01,2022-11-02,46,48
FO6967437,PN 61388,2022-10-27,2022-11-02,2022-11-02,2022-11-02,201,200
FO6967220,PN 62573,2022-10-27,2022-11-02,2022-11-02,2022-11-02,1,1
FO6967222,PN 62573,2022-10-27,2022-11-04,2022-11-04,2022-11-04,1,1
FO6967955,PN 62208,2022-10-28,2022-11-04,2022-11-04,2022-11-04,4,4
FO6966796,PN 63450,2022-10-28,2022-11-02,2022-11-02,2022-11-02,20,20
FO6966797,PN 63567,2022-10-28,2022-11-03,2022-11-03,2022-11-03,24,24
FO6966967,PN 55951,2022-10-28,2022-11-02,2022-11-02,2022-11-02,1,1
FO6966966,PN 51462,2022-10-28,2022-11-03,2022-11-03,2022-11-03,,1
FO6966965,PN 59830,2022-10-28,2022-11-02,2022-11-02,2022-11-02,1,1
FO6966962,PN 56773,2022-10-28,2022-11-03,2022-11-03,2022-11-04,1,1
FO6966969,PN 55449,2022-10-28,2022-11-03,2022-11-02,2022-11-03,1,1
FO6966959,PN 52372,2022-10-28,2022-11-02,2022-11-02,2022-11-03,1,1
FO6966956,PN 59592,2022-10-28,2022-11-01,2022-11-01,2022-11-01,10,10
FO6966792,PN 53868,2022-10-28,2022-11-02,2022-11-02,2022-11-03,96,96
FO6966299,PN 62902,2022-10-28,2022-11-07,2022-11-04,2022-11-04,15,15
FO6966279,PN 64972,2022-10-28,2022-11-02,2022-11-02,2022-11-02,5,1
FO6966272,PN 63804,2022-10-28,2022-11-03,2022-11-03,2022-11-03,5,1
FO6966277,PN 69213,2022-10-28,2022-11-03,2022-11-01,2022-11-01,1,1
FO6966243,PN 67948,2022-10-28,2022-11-03,2022-11-03,2022-11-03,1,1
FO6966242,PN 68423,2022-10-28,2022-11-03,2022-11-01,2022-11-01,1,1
FO6966267,PN 52072,2022-10-28,2022-11-04,2022-11-03,2022-11-04,96,96
FO6966266,PN 60555,2022-10-28,2022-11-04,2022-11-04,2022-11-04,96,96
FO6966999,PN 62982,2022-11-01,2022-11-03,2022-11-03,2022-11-03,2,2
FO6966952,PN 55097,2022-11-01,2022-11-04,2022-11-04,2022-11-04,5,5
FO6965006,PN 53934,2022-11-01,2022-11-04,2022-11-04,2022-11-04,96,96
FO6965009,PN 54545,2022-11-01,2022-11-03,2022-11-03,2022-11-03,96,96
FO6965099,PN 54545,2022-11-01,2022-11-04,2022-11-04,2022-11-04,89,96
FO6965072,PN 55375,2022-11-01,2022-11-07,2022-11-04,2022-11-04,96,96
FO6965042,PN 57554,2022-11-01,2022-11-03,2022-11-03,2022-11-04,96,96
FO6965067,PN 67256,2022-11-01,2022-11-03,2022-11-03,2022-11-03,5,2
FO6965062,PN 68429,2022-11-01,2022-11-04,2022-11-02,2022-11-02,5,
FO6965059,PN 68228,2022-11-01,2022-11-03,2022-11-03,2022-11-03,5,1
FO6965052,PN 68536,2022-11-01,2022-11-02,2022-11-02,2022-11-02,5,
FO6965056,PN 65072,2022-11-01,2022-11-03,2022-11-03,2022-11-03,40,30
FO6965055,PN 66718,2022-11-01,2022-11-03,2022-11-02,2022-11-02,40,
FO6965057,PN 68956,2022-11-01,2022-11-03,2022-11-03,2022-11-03,10,5
FO6965900,PN 64197,2022-11-01,2022-11-03,2022-11-03,2022-11-03,3,2
FO6965909,PN 68905,2022-11-01,2022-11-02,2022-11-02,2022-11-02,3,
FO6965907,PN 69582,2022-11-01,2022-11-03,2022-11-03,2022-11-03,25,25
FO6965906,PN 67345,2022-11-01,2022-11-03,2022-11-02,2022-11-02,25,
FO6965990,PN 64912,2022-11-01,2022-11-03,2022-11-02,2022-11-02,50,
FO6965979,PN 67566,2022-11-01,2022-11-03,2022-11-03,2022-11-03,10,
FO6965960,PN 66305,2022-11-01,2022-11-04,2022-11-04,2022-11-04,50,50
FO6965969,PN 65923,2022-11-01,2022-11-03,2022-11-02,2022-11-02,50,
FO6965967,PN 66305,2022-11-01,2022-11-04,2022-11-04,2022-11-04,50,50
FO6965966,PN 65923,2022-11-01,2022-11-03,2022-11-02,2022-11-02,50,
FO6965950,PN 69709,2022-11-01,2022-11-02,2022-11-02,2022-11-02,20,
FO6965202,PN 63661,2022-11-01,2022-11-03,2022-11-03,2022-11-03,20,20
FO6965670,PN 64426,2022-11-02,2022-11-04,2022-11-04,2022-11-04,5,1
FO6965679,PN 64873,2022-11-02,2022-11-04,2022-11-02,2022-11-02,5,
FO6965672,PN 64087,2022-11-02,2022-11-07,2022-11-03,2022-11-03,5,
FO6965642,PN 68628,2022-11-02,2022-11-08,2022-11-04,2022-11-04,15,
FO6965629,PN 65923,2022-11-02,2022-11-04,2022-11-03,2022-11-03,50,
FO6965626,PN 65488,2022-11-02,2022-11-07,2022-11-04,2022-11-04,50,
FO6965627,PN 66379,2022-11-02,2022-11-07,2022-11-04,2022-11-04,30,
FO6965699,PN 64967,2022-11-02,2022-11-04,2022-11-04,2022-11-04,10,
FO6965696,PN 64752,2022-11-02,2022-11-07,2022-11-04,2022-11-04,10,
FO6965507,PN 67043,2022-11-02,2022-11-07,2022-11-04,2022-11-04,25,
FO6965599,PN 67351,2022-11-02,2022-11-07,2022-11-04,2022-11-04,50,
FO6965579,PN 63824,2022-11-02,2022-11-04,2022-11-04,2022-11-04,50,50
FO6965522,PN 68026,2022-11-02,2022-11-04,2022-11-04,2022-11-04,5,5
FO6965529,PN 65998,2022-11-02,2022-11-03,2022-11-03,2022-11-03,5,
FO6965570,PN 68982,2022-11-02,2022-11-03,2022-11-03,2022-11-03,5,
FO6965567,PN 63450,2022-11-02,2022-11-04,2022-11-04,2022-11-04,20,20
FO6965565,PN 63647,2022-11-02,2022-11-04,2022-11-04,2022-11-04,20,20
FO6965606,PN 65750,2022-11-02,2022-11-04,2022-11-03,2022-11-03,4,
FO6965695,PN 64715,2022-11-02,2022-11-04,2022-11-03,2022-11-03,50,
FO6965255,PN 68206,2022-11-03,2022-11-07,2022-11-04,2022-11-04,20,
FO6965265,PN 66547,2022-11-03,2022-11-07,2022-11-04,2022-11-04,6,
FO6965799,PN 64816,2022-11-03,2022-11-07,2022-11-04,2022-11-04,25,
FO6965792,PN 66718,2022-11-03,2022-11-07,2022-11-04,2022-11-04,12,
FO6965795,PN 65427,2022-11-03,2022-11-08,2022-11-04,2022-11-04,5,
FO6965962,PN 65923,2022-11-03,2022-11-07,2022-11-04,2022-11-04,50,
FO6966066,PN 68583,2022-11-03,2022-11-08,2022-11-04,2022-11-04,6,
FO6966059,PN 67082,2022-11-03,2022-11-04,2022-11-04,2022-11-04,3,
FO6966056,PN 66662,2022-11-03,2022-11-08,2022-11-04,2022-11-04,4,
FO6962907,PN 69996,2022-10-21,2022-11-09,2022-11-09,2022-11-09,1,1
FO6962670,PN 70286,2022-10-24,2022-11-11,2022-11-11,2022-11-12,1,1
FO6962677,PN 69996,2022-10-24,2022-11-10,2022-11-10,2022-11-10,1,1
FO6962967,PN 61480,2022-10-25,2022-11-09,2022-11-09,2022-11-09,49,48
FO6964359,PN 61588,2022-10-27,2022-11-09,2022-11-09,2022-11-09,733,700
FO6967439,PN 59422,2022-10-27,2022-11-07,2022-11-07,2022-11-07,100,100
FO6966799,PN 52425,2022-10-28,2022-11-07,2022-11-07,2022-11-07,20,20
FO6966229,PN 63067,2022-10-28,2022-11-09,2022-11-08,2022-11-08,15,15
FO6966226,PN 62211,2022-10-28,2022-11-08,2022-11-07,2022-11-07,15,15
FO6966250,PN 51975,2022-10-28,2022-11-04,2022-11-04,2022-11-07,96,96
FO6966795,PN 54864,2022-11-01,2022-11-04,2022-11-04,2022-11-07,2,2
FO6965079,PN 58036,2022-11-01,2022-11-09,2022-11-09,2022-11-09,10,10
FO6965043,PN 51975,2022-11-01,2022-11-09,2022-11-09,2022-11-09,96,96
FO6965790,PN 60811,2022-11-01,2022-11-09,2022-11-09,2022-11-09,150,150
FO6965726,PN 57271,2022-11-02,2022-11-08,2022-11-08,2022-11-08,1,1
FO6965600,PN 61625,2022-11-02,2022-11-09,2022-11-09,2022-11-09,10,10
FO6965725,PN 55081,2022-11-03,2022-11-10,2022-11-10,2022-11-10,2,2
FO6965279,PN 59207,2022-11-03,2022-11-11,2022-11-11,2022-11-11,96,96
FO6965272,PN 59207,2022-11-03,2022-11-10,2022-11-10,2022-11-10,96,96
FO6965277,PN 59207,2022-11-03,2022-11-09,2022-11-09,2022-11-10,96,96
FO6965299,PN 62102,2022-11-03,2022-11-11,2022-11-11,2022-11-11,810,800
FO6965796,PN 52459,2022-11-03,2022-11-10,2022-11-10,2022-11-10,12,12
FO6965797,PN 53587,2022-11-03,2022-11-10,2022-11-10,2022-11-10,20,20
FO6966020,PN 56201,2022-11-03,2022-11-10,2022-11-10,2022-11-10,15,15
FO6966677,PN 52005,2022-11-04,2022-11-09,2022-11-09,2022-11-09,1,1
FO6966643,PN 60215,2022-11-04,2022-11-11,2022-11-11,2022-11-11,1,1
FO6966669,PN 54988,2022-11-04,2022-11-14,2022-11-11,2022-11-11,2,2
FO6966662,PN 58565,2022-11-04,2022-11-11,2022-11-11,2022-11-11,2,2
FO6966950,PN 64915,2022-11-07,2022-11-09,2022-11-08,2022-11-08,5,
FO6967722,PN 66911,2022-11-08,2022-11-09,2022-11-09,2022-11-09,5,
FO672435,PN 63296,2022-06-30,2022-11-18,2022-11-18,2022-11-18,1,
FO672437,PN 63296,2022-06-30,2022-11-18,2022-11-18,2022-11-18,1,
FO677067,PN 63296,2022-07-28,2022-11-16,2022-11-16,2022-11-16,1,
FO677069,PN 63296,2022-07-28,2022-11-17,2022-11-17,2022-11-17,1,
FO674379,PN 63131,2022-09-08,2022-11-18,2022-11-18,2022-11-18,1,
FO674396,PN 63131,2022-09-08,2022-11-18,2022-11-18,2022-11-18,1,
FO674243,PN 63296,2022-09-07,2022-11-15,2022-11-15,2022-11-15,1,
FO674279,PN 63296,2022-09-07,2022-11-15,2022-11-15,2022-11-15,1,
FO674377,PN 63027,2022-09-21,2022-11-14,2022-11-14,2022-11-16,1,
FO677967,PN 62980,2022-10-06,2022-11-14,2022-11-14,2022-11-14,1,
FO677966,PN 63296,2022-10-06,2022-11-16,2022-11-16,2022-11-16,1,
FO643772,PN 62980,2022-11-01,2022-11-15,2022-11-15,2022-11-15,1,
FO643430,PN 63296,2022-11-01,2022-11-16,2022-11-16,2022-11-16,1,
FO643439,PN 63296,2022-11-01,2022-11-16,2022-11-16,2022-11-16,1,
FO643437,PN 63296,2022-11-01,2022-11-17,2022-11-17,2022-11-17,1,
FO643665,PN 61576,2022-11-07,2022-11-17,2022-11-17,2022-11-17,40,
FO643626,PN 62866,2022-11-14,2022-11-21,,2022-11-18,14,
FO6792520,PN 55971,2022-09-12,2022-11-14,2022-11-14,2022-11-14,12,
FO6792525,PN 54674,2022-09-12,2022-11-11,2022-11-11,2022-11-14,12,
FO6799566,PN 66893,2022-09-21,2022-11-16,2022-11-16,2022-11-16,50,50
FO6799900,PN 62739,2022-10-14,2022-11-14,2022-11-14,2022-11-14,4,4
FO6960665,PN 57850,2022-10-17,2022-11-14,2022-11-14,2022-11-15,6,
FO6969005,PN 70286,2022-10-19,2022-11-16,2022-11-16,2022-11-16,1,1
FO6969009,PN 63131,2022-10-19,2022-11-18,2022-11-18,2022-11-18,4,4
FO6969029,PN 70536,2022-10-19,2022-11-11,2022-11-11,2022-11-15,1,1
FO6967962,PN 63131,2022-10-20,2022-11-18,2022-11-18,2022-11-18,4,4
FO6962979,PN 70281,2022-10-21,2022-11-14,2022-11-14,2022-11-14,1,1
FO6962996,PN 62904,2022-10-21,2022-11-18,2022-11-18,2022-11-18,4,4
FO6962642,PN 70281,2022-10-24,2022-11-16,2022-11-16,2022-11-16,1,1
FO6962643,PN 70281,2022-10-24,2022-11-16,2022-11-16,2022-11-16,1,1
FO6967242,PN 59198,2022-10-26,2022-11-15,2022-11-15,2022-11-15,5,10
FO6967432,PN 54958,2022-10-27,2022-11-15,2022-11-14,2022-11-15,17,18
FO6967436,PN 53999,2022-10-27,2022-11-14,2022-11-14,2022-11-15,22,
FO6967435,PN 53999,2022-10-27,2022-11-15,2022-11-15,2022-11-15,10,
FO6967299,PN 62637,2022-10-27,2022-11-18,2022-11-18,2022-11-18,1,1
FO6967797,PN 62573,2022-10-27,2022-11-14,2022-11-14,2022-11-14,1,1
FO6967792,PN 62996,2022-10-27,2022-11-14,2022-11-14,2022-11-14,1,1
FO6966790,PN 70107,2022-10-28,2022-11-15,2022-11-15,2022-11-15,1,1
FO6966995,PN 63013,2022-10-28,2022-11-16,2022-11-16,2022-11-16,4,4
FO6966979,PN 70281,2022-10-28,2022-11-18,2022-11-18,2022-11-18,1,1
FO6966205,PN 70536,2022-10-28,2022-11-18,2022-11-18,2022-11-19,1,1
FO6966225,PN 63067,2022-10-28,2022-11-21,2022-11-18,2022-11-18,15,15
FO6966265,PN 59852,2022-10-28,2022-11-18,2022-11-18,2022-11-18,30,48
FO6966990,PN 62416,2022-11-01,2022-11-16,2022-11-16,2022-11-16,1,1
FO6966957,PN 58680,2022-11-01,2022-11-17,2022-11-17,2022-11-17,10,10
FO6966955,PN 58500,2022-11-01,2022-11-14,2022-11-14,2022-11-14,3,5
FO6966996,PN 61652,2022-11-01,2022-11-16,2022-11-16,2022-11-16,600,600
FO6965000,PN 61205,2022-11-01,2022-11-14,2022-11-14,2022-11-15,395,400
FO6965007,PN 61526,2022-11-01,2022-11-18,2022-11-18,2022-11-18,154,150
FO6965022,PN 55882,2022-11-01,2022-11-15,2022-11-15,2022-11-15,23,30
FO6965229,PN 62650,2022-11-01,2022-11-16,2022-11-16,2022-11-16,4,4
FO6965727,PN 58672,2022-11-02,2022-11-15,2022-11-15,2022-11-15,4,4
FO6965779,PN 54459,2022-11-02,2022-11-14,2022-11-14,2022-11-14,3,10
FO6965625,PN 62927,2022-11-02,2022-11-17,2022-11-17,2022-11-17,1,1
FO6965669,PN 62370,2022-11-02,2022-11-14,2022-11-14,2022-11-14,4,4
FO6965666,PN 62886,2022-11-02,2022-11-15,2022-11-15,2022-11-15,4,4
FO6965667,PN 62886,2022-11-02,2022-11-16,2022-11-16,2022-11-16,4,4
FO6965657,PN 53309,2022-11-02,2022-11-17,2022-11-17,2022-11-17,26,32
FO6965662,PN 57971,2022-11-02,2022-11-14,2022-11-14,2022-11-15,22,64
FO6965572,PN 56957,2022-11-02,2022-11-14,2022-11-14,2022-11-14,31,32
FO6965607,PN 61274,2022-11-02,2022-11-14,2022-11-14,2022-11-15,20,20
FO6965720,PN 55197,2022-11-03,2022-11-14,2022-11-14,2022-11-14,1,1
FO6965220,PN 56084,2022-11-03,2022-11-14,2022-11-14,2022-11-14,22,24
FO6965225,PN 62960,2022-11-03,2022-11-14,2022-11-14,2022-11-14,4,4
FO6965227,PN 69931,2022-11-03,2022-11-16,2022-11-16,2022-11-16,1,1
FO6965270,PN 65688,2022-11-03,2022-11-16,2022-11-15,2022-11-15,15,
FO6965243,PN 68425,2022-11-03,2022-11-15,2022-11-14,2022-11-14,15,
FO6965269,PN 68065,2022-11-03,2022-11-16,2022-11-15,2022-11-15,15,
FO6965267,PN 68566,2022-11-03,2022-11-16,2022-11-15,2022-11-15,15,
FO6965266,PN 66148,2022-11-03,2022-11-17,2022-11-16,2022-11-16,15,
FO6965250,PN 70536,2022-11-03,2022-11-18,2022-11-18,2022-11-17,1,1
FO6965995,PN 59158,2022-11-03,2022-11-14,2022-11-14,2022-11-14,96,96
FO6966002,PN 62048,2022-11-03,2022-11-16,2022-11-16,2022-11-16,252,250
FO6966007,PN 61636,2022-11-03,2022-11-15,2022-11-15,2022-11-16,318,300
FO6966090,PN 62137,2022-11-03,2022-11-16,2022-11-16,2022-11-16,400,400
FO6966096,PN 61332,2022-11-03,2022-11-15,2022-11-15,2022-11-15,"6,809.75","6,000.00"
FO6966055,PN 68539,2022-11-03,2022-11-17,2022-11-16,2022-11-16,50,50
FO6966026,PN 62653,2022-11-03,2022-11-15,2022-11-15,2022-11-15,4,4
FO6966672,PN 54760,2022-11-04,2022-11-14,2022-11-14,2022-11-14,1,1
FO6966679,PN 56175,2022-11-04,2022-11-14,2022-11-14,2022-11-15,,4
FO6966659,PN 55118,2022-11-04,2022-11-15,2022-11-14,2022-11-15,1,1
FO6966652,PN 60345,2022-11-04,2022-11-15,2022-11-15,2022-11-16,3,3
FO6966667,PN 58918,2022-11-04,2022-11-15,2022-11-15,2022-11-16,96,96
FO6966670,PN 52807,2022-11-04,2022-11-14,2022-11-14,2022-11-14,4,5
FO6966642,PN 59824,2022-11-04,2022-11-14,2022-11-14,2022-11-15,17,20
FO6966505,PN 62927,2022-11-04,2022-11-14,2022-11-14,2022-11-14,1,1
FO6966599,PN 63241,2022-11-04,2022-11-15,2022-11-15,2022-11-15,4,4
FO6966596,PN 62827,2022-11-04,2022-11-15,2022-11-15,2022-11-15,1,1
FO6966520,PN 62927,2022-11-04,2022-11-16,2022-11-16,2022-11-16,1,1
FO6966529,PN 62573,2022-11-04,2022-11-16,2022-11-16,2022-11-16,1,1
FO6966522,PN 62573,2022-11-04,2022-11-16,2022-11-16,2022-11-16,1,1
FO6966527,PN 62573,2022-11-04,2022-11-17,2022-11-17,2022-11-17,1,1
FO6966626,PN 59847,2022-11-04,2022-11-15,2022-11-15,2022-11-15,1,
FO6966270,PN 55249,2022-11-07,2022-11-14,2022-11-14,2022-11-15,2,2
FO6966222,PN 58263,2022-11-07,2022-11-16,2022-11-16,2022-11-16,31,32
FO6966227,PN 60517,2022-11-07,2022-11-15,2022-11-15,2022-11-15,47,48
FO6967020,PN 53782,2022-11-07,2022-11-16,2022-11-15,2022-11-15,17,20
FO6967067,PN 66205,2022-11-07,2022-11-14,2022-11-14,2022-11-14,50,50
FO6967250,PN 57083,2022-11-08,2022-11-15,2022-11-15,2022-11-15,1,1
FO6967255,PN 53632,2022-11-08,2022-11-14,2022-11-14,2022-11-14,2,2
FO6967706,PN 59028,2022-11-08,2022-11-17,2022-11-17,2022-11-17,4,5
FO6967705,PN 59672,2022-11-08,2022-11-18,2022-11-17,2022-11-17,4,10
FO6967430,PN 56585,2022-11-08,2022-11-14,2022-11-14,2022-11-15,5,5
FO6967420,PN 52072,2022-11-08,2022-11-17,2022-11-16,2022-11-16,96,96
FO6967429,PN 56006,2022-11-08,2022-11-14,2022-11-14,2022-11-14,96,96
FO6967427,PN 57522,2022-11-08,2022-11-17,2022-11-17,2022-11-18,44,48
FO6967425,PN 53038,2022-11-08,2022-11-18,2022-11-18,2022-11-18,30,32
FO6967422,PN 52987,2022-11-08,2022-11-16,2022-11-16,2022-11-16,4,15
FO6964260,PN 61934,2022-11-08,2022-11-17,2022-11-17,2022-11-17,196,200
FO6964365,PN 55265,2022-11-09,2022-11-16,,2022-11-15,96,96
FO6964367,PN 55343,2022-11-09,2022-11-21,2022-11-18,2022-11-18,1,1
FO6964352,PN 57749,2022-11-09,2022-11-17,2022-11-17,2022-11-17,1,1
FO6964357,PN 59983,2022-11-09,2022-11-15,2022-11-15,2022-11-15,1,1
FO6964355,PN 52917,2022-11-09,2022-11-18,2022-11-18,2022-11-18,3,3
FO6964320,PN 58522,2022-11-09,2022-11-15,2022-11-15,2022-11-15,1,1
FO6967770,PN 59964,2022-11-09,2022-11-16,2022-11-16,2022-11-16,96,96
FO6962065,PN 53010,2022-11-10,2022-11-15,2022-11-15,2022-11-15,9,10
FO6962905,PN 67297,2022-11-10,2022-11-15,2022-11-15,2022-11-15,50,50
FO6962209,PN 63450,2022-11-10,2022-11-14,2022-11-14,2022-11-14,20,20
FO6962202,PN 63661,2022-11-10,2022-11-16,2022-11-16,2022-11-16,20,20
FO6962256,PN 66030,2022-11-10,2022-11-16,2022-11-16,2022-11-16,50,50
FO6962255,PN 67721,2022-11-10,2022-11-16,2022-11-14,2022-11-14,50,
FO6962222,PN 60758,2022-11-10,2022-11-16,2022-11-16,2022-11-16,149,149
FO6962620,PN 56261,2022-11-11,2022-11-17,2022-11-17,2022-11-17,5,5
FO6962622,PN 56221,2022-11-11,2022-11-16,2022-11-16,2022-11-16,2,2
FO6962626,PN 58620,2022-11-11,2022-11-16,2022-11-16,2022-11-17,47,48
FO6962627,PN 54275,2022-11-11,2022-11-18,2022-11-17,2022-11-17,9,10
FO6962520,PN 64072,2022-11-11,2022-11-16,2022-11-14,2022-11-14,50,50
FO6962529,PN 65641,2022-11-11,2022-11-16,2022-11-16,2022-11-16,50,50
FO6962527,PN 66305,2022-11-11,2022-11-17,2022-11-17,2022-11-17,50,50
FO6962526,PN 65923,2022-11-11,2022-11-15,2022-11-14,2022-11-14,50,
FO6962577,PN 64872,2022-11-11,2022-11-14,2022-11-14,2022-11-14,50,50
FO6962559,PN 55203,2022-11-11,2022-11-16,2022-11-16,2022-11-17,96,96
FO6962556,PN 54545,2022-11-11,2022-11-16,2022-11-16,2022-11-17,93,96
FO6962572,PN 61338,2022-11-11,2022-11-23,,2022-11-18,603,"1,200.00"
FO6962522,PN 69021,2022-11-11,2022-11-14,2022-11-14,2022-11-14,2,1
FO6962600,PN 68749,2022-11-11,2022-11-15,2022-11-15,2022-11-15,3,1
FO6962690,PN 66551,2022-11-11,2022-11-14,2022-11-14,2022-11-14,10,6
FO6962720,PN 68584,2022-11-11,2022-11-16,2022-11-14,2022-11-14,25,
FO6962722,PN 65734,2022-11-11,2022-11-15,2022-11-15,2022-11-15,50,50
FO6962727,PN 65517,2022-11-11,2022-11-16,2022-11-14,2022-11-14,50,
FO6962725,PN 67682,2022-11-11,2022-11-15,2022-11-15,2022-11-15,25,25
FO6962726,PN 64967,2022-11-11,2022-11-14,2022-11-14,2022-11-14,25,
FO6962995,PN 52241,2022-11-14,2022-11-17,2022-11-17,2022-11-17,10,10
FO6969000,PN 67731,2022-11-14,2022-11-15,2022-11-14,2022-11-14,50,
FO6969072,PN 62902,2022-11-14,2022-11-18,2022-11-17,2022-11-17,15,15
FO6969055,PN 52072,2022-11-14,2022-11-17,2022-11-16,2022-11-16,96,96
FO6969056,PN 52072,2022-11-14,2022-11-17,2022-11-16,2022-11-17,96,96
FO6969062,PN 65393,2022-11-14,2022-11-15,2022-11-15,2022-11-15,20,10
FO6969067,PN 68862,2022-11-14,2022-11-16,2022-11-15,2022-11-15,20,
FO6969065,PN 67901,2022-11-14,2022-11-15,2022-11-15,2022-11-15,5,1
