Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 68153,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 5.35 , 0.686 
PN 68154,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 5.35 , 15.739 
PN 68155,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 5.35 , 10.212 
PN 58227,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 5.34 ,
PN 63059,Buy,BA 002,PROD 2001,,BYR 002,,,,, 5.34 ,
PN 50914,Buy,BA 003,PROD 3002,,BYR 002,,,SL008,, 5.34 ,
PN 58228,Make,BA 001,PROD 1001,MRP 004,,WC033,,SL009,A, 5.34 , 15.700 
PN 58224,Make,BA 001,PROD 1001,MRP 009,,WC026,,SL009,C, 5.34 , 17.080 
PN 58223,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 5.34 , 8.180 
PN 58226,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,, 5.34 , 19.116 
PN 68158,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 5.34 , 7.512 
PN 68157,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 5.34 , 12.698 
PN 63060,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 5.33 ,
PN 63061,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 5.33 ,
PN 68163,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 5.33 ,
PN 50915,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 5.33 ,
PN 58231,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 5.33 , 7.852 
PN 58229,Make,BA 001,PROD 1001,MRP 004,,WC014,,SL009,A, 5.33 , 2.665 
PN 58230,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 5.33 , 12.481 
PN 68161,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 5.33 , 8.297 
PN 68164,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 5.33 , 18.164 
PN 68159,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 5.33 , 17.646 
PN 68162,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 5.33 , 9.138 
PN 68160,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 5.33 , 7.566 
PN 61877,Buy,BA 001,PROD 1003,,BYR 002,,,SL006,, 5.32 ,
PN 68167,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 5.32 ,
PN 68168,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 5.32 ,
PN 58233,Make,BA 001,PROD 1001,MRP 005,,WC035,,SL009,C, 5.32 , 17.878 
PN 58235,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 5.32 , 0.173 
PN 58234,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 5.32 , 6.074 
PN 68169,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.32 , 17.181 
PN 68170,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 5.32 , 18.657 
PN 68165,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 5.32 , 6.981 
PN 63603,Buy,BA 002,PROD 2002,,BYR 008,,,SL006,, 5.31 ,
PN 61878,Make,BA 001,PROD 1003,MRP 006,,WC039,30,SL009,A, 5.31 , 19.972 
PN 58237,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,A, 5.31 , 1.948 
PN 68172,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 5.31 , 9.519 
PN 68171,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 5.31 , 5.663 
PN 63062,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 5.30 ,
PN 50917,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 5.30 ,
PN 58239,Make,BA 001,PROD 1001,MRP 006,,WC023,,SL009,C, 5.30 , 1.444 
PN 58238,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 5.30 , 0.913 
PN 58240,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 5.30 , 5.721 
PN 58241,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 5.30 , 3.159 
PN 68174,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.30 , 11.676 
PN 68173,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 5.30 , 9.068 
PN 61008,Buy,BA 001,PROD 1002,,BYR 005,,,SL006,, 5.29 ,
PN 61879,Buy,BA 001,PROD 1003,,BYR 001,,,SL008,, 5.29 ,
PN 68176,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 5.29 ,
PN 70369,Buy,BA 002,PROD 2004,,BYR 006,,,SL006,, 5.29 ,
PN 51366,Buy,BA 003,PROD 3001,,BYR 005,,,SL008,, 5.29 ,
PN 71213,Buy,,,,BYR 005,,,,, 5.29 ,
PN 58242,Make,BA 001,PROD 1001,MRP 004,,WC021,,SL009,A, 5.29 , 10.976 
PN 58243,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 5.29 , 0.251 
PN 68175,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 5.29 , 2.817 
PN 58246,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 5.28 ,
PN 70370,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 5.28 ,
PN 50918,Buy,BA 003,PROD 3002,,BYR 007,,,SL006,, 5.28 ,
PN 61880,Make,BA 001,PROD 1003,MRP 004,,WC039,300,SL009,C, 5.28 , 15.486 
PN 61881,Make,BA 001,PROD 1003,MRP 005,,WC039,30,SL009,A, 5.28 , 8.027 
PN 58244,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 5.28 , 10.351 
PN 68178,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 5.28 , 19.446 
PN 68177,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 5.28 , 1.655 
PN 68180,Buy,BA 002,PROD 2003,,BYR 001,,,SL006,, 5.27 ,
PN 50919,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 5.27 ,
PN 58247,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 5.27 , 5.372 
PN 58248,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 5.27 , 16.382 
PN 68181,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.27 , 15.303 
PN 68182,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.27 , 4.519 
PN 68179,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 5.27 , 18.293 
PN 58252,Buy,BA 001,PROD 1001,,BYR 008,,,SL008,, 5.26 ,
PN 61009,Buy,BA 001,PROD 1002,,BYR 007,,,SL008,, 5.26 ,
PN 61883,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 5.26 ,
PN 71214,Buy,,,,BYR 009,,,,, 5.26 ,
PN 61882,Make,BA 001,PROD 1003,MRP 002,,WC039,100,SL009,B, 5.26 , 4.905 
PN 58251,Make,BA 001,PROD 1001,MRP 002,,WC034,,SL009,C, 5.26 , 19.509 
PN 58250,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 5.26 , 12.383 
PN 58249,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 5.26 , 16.976 
PN 58253,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 5.26 , 2.843 
PN 71215,Make,,,MRP 005,,WC004,,,, 5.26 , 9.908 
PN 68183,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 5.26 , 4.217 
PN 68184,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 5.26 , 10.408 
PN 68185,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 5.26 , 2.187 
PN 68186,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 5.26 , 11.095 
PN 61010,Buy,BA 001,PROD 1002,,BYR 002,,,SL008,, 5.25 ,
PN 63063,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 5.25 ,
PN 68188,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 5.25 ,
PN 50920,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 5.25 ,
PN 71216,Buy,,,,BYR 005,,,,, 5.25 ,
PN 71217,Buy,,,,BYR 009,,,,, 5.25 ,
PN 61884,Make,BA 001,PROD 1003,MRP 004,,WC039,10,SL009,C, 5.25 , 13.165 
PN 58258,Make,BA 001,PROD 1001,MRP 009,,WC025,,SL009,C, 5.25 , 7.281 
PN 58255,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 5.25 , 7.364 
PN 58256,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 5.25 , 1.858 
PN 58254,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,B, 5.25 , 16.931 
PN 68187,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 5.25 , 14.194 
PN 61011,Buy,BA 001,PROD 1002,,BYR 009,,,SL008,, 5.24 ,
PN 58259,Make,BA 001,PROD 1001,MRP 006,,WC016,,SL009,C, 5.24 , 11.500 
PN 68192,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 5.24 , 0.005 
PN 68190,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 5.24 , 15.215 
PN 68189,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 5.24 , 10.060 
PN 58266,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 5.23 ,
PN 70371,Buy,BA 002,PROD 2004,,BYR 003,,,SL006,, 5.23 ,
PN 71221,Buy,,,,BYR 003,,,,, 5.23 ,
PN 58263,Make,BA 001,PROD 1001,MRP 008,,WC034,,SL009,B, 5.23 , 14.362 
PN 58262,Make,BA 001,PROD 1001,MRP 003,,WC026,,SL009,C, 5.23 , 10.159 
PN 58264,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,NPI, 5.23 , 10.472 
PN 68193,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 5.23 , 10.759 
PN 61885,Buy,BA 001,PROD 1003,,BYR 006,,,SL008,, 5.22 ,
PN 63064,Buy,BA 002,PROD 2001,,BYR 007,,,SL009,, 5.22 ,
PN 61886,Make,BA 001,PROD 1003,MRP 001,,WC039,,SL009,, 5.22 , 8.365 
PN 58267,Make,BA 001,PROD 1001,MRP 008,,WC032,,SL009,A, 5.22 , 9.660 
PN 58269,Make,BA 001,PROD 1001,MRP 001,,WC024,,SL009,C, 5.22 , 5.123 
PN 68195,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.22 , 1.534 
PN 68194,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 5.22 , 15.687 
PN 58273,Make,BA 001,PROD 1001,MRP 008,,WC021,,SL009,C, 5.21 , 12.572 
PN 58271,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 5.21 , 0.336 
PN 58270,Make,BA 001,PROD 1001,MRP 001,,WC016,,SL009,C, 5.21 , 0.536 
PN 58272,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 5.21 , 4.918 
PN 68197,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 5.21 , 14.775 
PN 68198,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 5.21 , 14.874 
PN 68199,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 5.21 , 7.100 
PN 68196,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 5.21 , 16.874 
PN 58275,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 5.20 ,
PN 58276,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 5.20 ,
PN 71222,Buy,,,,BYR 005,,,,, 5.20 ,
PN 68202,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 5.20 , 1.432 
PN 68200,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 5.20 , 8.969 
PN 68201,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 5.20 , 12.192 
PN 58281,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 5.19 ,
PN 61887,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 5.19 ,
PN 63065,Buy,BA 002,PROD 2001,,BYR 008,,,SL008,, 5.19 ,
PN 50922,Buy,BA 003,PROD 3002,,BYR 007,,,SL008,, 5.19 ,
PN 71223,Buy,,,,BYR 007,,,,, 5.19 ,
PN 58278,Make,BA 001,PROD 1001,MRP 006,,WC035,,SL009,C, 5.19 , 10.060 
PN 58280,Make,BA 001,PROD 1001,MRP 005,,WC021,,SL009,NPI, 5.19 , 14.803 
PN 58279,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 5.19 , 12.253 
PN 58282,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,, 5.19 , 2.107 
PN 63066,Make,BA 002,PROD 2001,MRP 004,,WC011,,SL009,, 5.19 , 9.175 
PN 63067,Make,BA 002,PROD 2001,MRP 004,,WC009,,SL006,, 5.19 , 3.902 
PN 68203,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 5.19 , 6.423 
PN 68207,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 5.18 ,
PN 50924,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 5.18 ,
PN 58283,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 5.18 , 7.372 
PN 68208,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 5.18 , 4.374 
PN 68205,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 5.18 , 19.830 
PN 68206,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 5.18 , 10.729 
PN 58287,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 5.17 ,
PN 58286,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 5.17 , 13.702 
PN 58285,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 5.17 , 13.106 
PN 68209,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 5.17 , 14.209 
PN 68210,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 5.17 , 3.046 
PN 68212,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 5.17 , 18.356 
PN 61888,Buy,BA 001,PROD 1003,,BYR 009,,,SL008,, 5.16 ,
PN 63068,Buy,BA 002,PROD 2001,,BYR 006,,,SL006,, 5.16 ,
PN 50926,Buy,BA 003,PROD 3002,,BYR 006,,,,, 5.16 ,
PN 58288,Make,BA 001,PROD 1001,MRP 003,,WC028,,SL009,C, 5.16 , 14.433 
PN 58289,Make,BA 001,PROD 1001,MRP 004,,WC027,,SL009,C, 5.16 , 12.875 
PN 58290,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,NPI, 5.16 , 1.310 
PN 68213,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 5.16 , 19.717 
PN 58292,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 5.15 ,
PN 63069,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 5.15 ,
PN 70372,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 5.15 ,
PN 50927,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 5.15 ,
PN 50928,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 5.15 ,
PN 61889,Make,BA 001,PROD 1003,MRP 007,,WC039,10,SL009,, 5.15 , 16.952 
PN 58293,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 5.15 , 5.490 
PN 68215,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 5.15 , 13.693 
PN 68214,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL008,, 5.15 , 15.759 
PN 50929,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 5.14 ,
PN 58294,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 5.14 , 9.094 
PN 68216,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 5.14 , 17.917 
PN 58296,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 5.13 ,
PN 58299,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 5.13 ,
PN 61890,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 5.13 ,
PN 63070,Buy,BA 002,PROD 2001,,BYR 003,,,SL006,, 5.13 ,
PN 50930,Buy,BA 003,PROD 3002,,BYR 005,,,,, 5.13 ,
PN 58297,Make,BA 001,PROD 1001,MRP 008,,WC017,,SL009,C, 5.13 , 6.541 
PN 68218,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 5.13 , 2.370 
PN 58305,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 5.12 ,
PN 68219,Buy,BA 002,PROD 2003,,BYR 005,,,SL006,, 5.12 ,
PN 61891,Make,BA 001,PROD 1003,MRP 005,,WC039,500,SL009,C, 5.12 , 14.679 
PN 58303,Make,BA 001,PROD 1001,MRP 002,,WC035,,SL009,C, 5.12 , 10.379 
PN 58304,Make,BA 001,PROD 1001,MRP 007,,WC027,,SL009,C, 5.12 , 6.597 
PN 58301,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,B, 5.12 , 4.444 
PN 58302,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 5.12 , 3.126 
PN 58306,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,Obs, 5.12 , 8.762 
PN 58312,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 5.11 ,
PN 63071,Buy,BA 002,PROD 2001,,BYR 008,,,SL006,, 5.11 ,
PN 63072,Buy,BA 002,PROD 2001,,BYR 009,,,SL008,, 5.11 ,
PN 68220,Buy,BA 002,PROD 2003,,BYR 004,,,SL008,, 5.11 ,
PN 68221,Buy,BA 002,PROD 2003,,BYR 007,,,SL009,, 5.11 ,
PN 51367,Buy,BA 003,PROD 3001,,BYR 009,,,SL006,, 5.11 ,
PN 71228,Buy,,,,BYR 008,,,,, 5.11 ,
PN 71229,Buy,,,,BYR 005,,,,, 5.11 ,
PN 58309,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 5.11 , 17.756 
PN 58310,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 5.11 , 2.065 
PN 58308,Make,BA 001,PROD 1001,MRP 002,,WC016,,SL009,C, 5.11 , 4.130 
PN 68224,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 5.11 , 3.266 
PN 68225,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 5.11 , 7.259 
PN 68223,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 5.11 , 13.749 
PN 68222,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL008,, 5.11 , 15.092 
PN 61892,Buy,BA 001,PROD 1003,,BYR 001,,,SL006,, 5.10 ,
PN 70373,Buy,BA 002,PROD 2004,,BYR 008,,,SL006,, 5.10 ,
PN 58316,Make,BA 001,PROD 1001,MRP 009,,WC021,,SL009,NPI, 5.10 , 2.724 
PN 58314,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 5.10 , 5.354 
PN 58315,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 5.10 , 1.306 
PN 58313,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 5.10 , 8.459 
PN 68229,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 5.10 , 8.305 
PN 68228,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 5.10 , 17.861 
PN 68227,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 5.10 , 16.223 
PN 58321,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 5.09 ,
PN 61893,Buy,BA 001,PROD 1003,,BYR 006,,,SL008,, 5.09 ,
PN 63073,Buy,BA 002,PROD 2001,,BYR 008,,,SL006,, 5.09 ,
PN 58322,Make,BA 001,PROD 1001,MRP 004,,WC037,,SL006,, 5.09 , 5.439 
PN 58319,Make,BA 001,PROD 1001,MRP 009,,WC036,,SL009,C, 5.09 , 1.191 
PN 58318,Make,BA 001,PROD 1001,MRP 007,,WC026,,SL009,C, 5.09 , 6.942 
PN 58320,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 5.09 , 10.178 
PN 58317,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 5.09 , 7.136 
PN 68230,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 5.09 , 0.462 
PN 68232,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 5.09 , 18.789 
PN 68231,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 5.09 , 14.857 
PN 68233,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 5.09 , 11.827 
PN 58326,Buy,BA 001,PROD 1001,,BYR 007,,,SL008,, 5.08 ,
PN 63074,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 5.08 ,
PN 63075,Buy,BA 002,PROD 2001,,BYR 002,,,SL008,, 5.08 ,
PN 50932,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 5.08 ,
PN 58323,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 5.08 , 10.382 
PN 58324,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,, 5.08 , 1.945 
PN 68234,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 5.08 , 2.509 
PN 58327,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 5.07 ,
PN 68235,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 5.07 , 5.619 
PN 68236,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 5.07 , 1.397 
PN 68237,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 5.07 , 18.103 
PN 58331,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 5.06 ,
PN 58332,Buy,BA 001,PROD 1001,,BYR 007,,,SL008,, 5.06 ,
PN 58333,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 5.06 ,
PN 61894,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 5.06 ,
PN 63076,Buy,BA 002,PROD 2001,,BYR 007,,,SL006,, 5.06 ,
PN 70374,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 5.06 ,
PN 50933,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 5.06 ,
PN 58329,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,C, 5.06 , 15.475 
PN 58328,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 5.06 , 17.400 
PN 58337,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 5.05 ,
PN 50934,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 5.05 ,
PN 50935,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 5.05 ,
PN 58335,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,, 5.05 , 1.345 
PN 58334,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 5.05 , 17.011 
PN 58336,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 5.05 , 17.279 
PN 68238,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 5.05 , 14.222 
PN 58343,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 5.04 ,
PN 61012,Buy,BA 001,PROD 1002,,BYR 002,,,SL006,, 5.04 ,
PN 68239,Buy,BA 002,PROD 2003,,BYR 009,,,SL008,, 5.04 ,
PN 68240,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 5.04 ,
PN 68244,Buy,BA 002,PROD 2003,,BYR 006,,,SL006,, 5.04 ,
PN 70375,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 5.04 ,
PN 51368,Buy,BA 003,PROD 3001,,BYR 006,,,SL006,, 5.04 ,
PN 58340,Make,BA 001,PROD 1001,MRP 005,,WC036,,SL009,C, 5.04 , 15.749 
PN 58339,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,A, 5.04 , 19.014 
PN 58341,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 5.04 , 0.612 
PN 58342,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 5.04 , 19.711 
PN 68241,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL008,, 5.04 , 7.330 
PN 68242,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 5.04 , 9.754 
PN 68243,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 5.04 , 4.881 
PN 58344,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 5.03 ,
PN 58349,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 5.03 ,
PN 61895,Buy,BA 001,PROD 1003,,BYR 008,,,SL008,, 5.03 ,
PN 63077,Buy,BA 002,PROD 2001,,BYR 009,,,SL008,, 5.03 ,
PN 68245,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 5.03 ,
PN 58346,Make,BA 001,PROD 1001,MRP 009,,WC028,,SL009,C, 5.03 , 1.430 
PN 58347,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,, 5.03 , 10.724 
PN 58345,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,, 5.03 , 6.732 
PN 68246,Buy,BA 002,PROD 2003,,BYR 003,,,SL008,, 5.02 ,
PN 68247,Buy,BA 002,PROD 2003,,BYR 006,,,SL006,, 5.02 ,
PN 50937,Buy,BA 003,PROD 3002,,BYR 004,,,SL006,, 5.02 ,
PN 50938,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 5.02 ,
PN 61896,Make,BA 001,PROD 1003,MRP 006,,WC039,50,SL009,B, 5.02 , 12.781 
PN 61897,Make,BA 001,PROD 1003,MRP 005,,WC039,50,SL009,C, 5.02 , 5.155 
PN 68248,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 5.02 , 7.223 
PN 68249,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 5.02 , 19.290 
PN 58356,Buy,BA 001,PROD 1001,,BYR 005,,,SL008,, 5.01 ,
PN 61898,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 5.01 ,
PN 68250,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 5.01 ,
PN 58354,Make,BA 001,PROD 1001,MRP 003,,WC027,,SL009,NPI, 5.01 , 17.414 
PN 58355,Make,BA 001,PROD 1001,MRP 006,,WC027,,SL006,, 5.01 , 13.420 
PN 58352,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 5.01 , 13.616 
PN 58353,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,C, 5.01 , 17.666 
PN 58351,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 5.01 , 19.554 
PN 63078,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 5.00 ,
PN 70377,Buy,BA 002,PROD 2004,,BYR 001,,,SL008,, 5.00 ,
PN 50939,Buy,BA 003,PROD 3002,,BYR 001,,,,, 5.00 ,
PN 50940,Buy,BA 003,PROD 3002,,BYR 008,,,,, 5.00 ,
PN 68251,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 5.00 , 4.788 
